Id,Nom_festival,Type,Region,Ville,Geocode,Annee,Site_internet,Genre_musique,Spectacle_vivant,Cinema_audiovisuel,Art,Livre_litterature
FEST_37011_550,Avoine Zone Groove,Musique,Centre-Val de Loire,Avoine,"47.2237767737, 0.18754463005",2000,www.avoinezonegroove.fr,"Jazz, Blues",,,,
FEST_78124_1288,Macki Music Festival,Musique,Île-de-France,Carrières-sur-Seine,"48.9119335064, 2.17838235323",2014,https://www.mackimusicfestival.fr/,"Musiques du monde, Musiques traditionnelles, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Pop, rock, Jazz, blues, Musique contemporaine",,,,
FEST_76410_3674,D'la samba dans les épinards,Musique,Normandie,Maromme,"49.4769434634, 1.03230514083",2019,https://www.dlasambadanslesepinards.com,,,,,
FEST_13055_3705,Des mots des étoiles,Spectacle vivant,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2003,https://desmotsdesetoiles.fr,,,,,
FEST_87107_4416,Imaginieul,Spectacle vivant,Nouvelle-Aquitaine,Nieul,"45.9214559183, 1.18018067279",2010,http://www.aurora-illusia.com/,,Théâtre,,,
FEST_08409_6297,Chiméria,"Arts visuels, arts numériques",Grand Est,Sedan,"49.697058875, 4.9298505244",2003,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiT4uvw9fjvAhV18uAKHQmkC88QFjABegQIAhAD&url=https%3A%2F%2Fwww.chimeria.org%2F&usg=AOvVaw1hVwVW3AsPf-ClL0GOMnLN,,,,Arts et sciences visionnaires,
FEST_36228_6870,Jazz aux chandelles,Musique,Centre-Val de Loire,Valençay,"47.1558433483, 1.55858540806",2019,https://www.chateau-valencay.fr/activite/jazz-aux-chandelles/,,,,,
FEST_06157_6961,Ciné-patrimoine,"Cinéma, audiovisuel",Provence-Alpes-Côte d'Azur,Vence,"43.7384640641, 7.10194436087",2018,https://www.marathondufilm.fr,,,"Court métrage, documentaire, film d'animation, film d'archives",,
FEST_13005_409,Les nuits flamencas d'aubagne,Spectacle vivant,Provence-Alpes-Côte d'Azur,Aubagne,"43.2934843764, 5.56331273477",2015,www.lesnuitsflamencas.fr,Musique du monde,,,,
FEST_24223_2919,Lire en Bastides,"Livre, littérature",Nouvelle-Aquitaine,Lalinde,"44.8557735546, 0.74158538401",2017,WWW.festival-lireenbastides-lalinde.com,,,,,
FEST_13055_3681,Acontraluz,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2015,www.acontraluz.fr,"Musiques électroniques, techno",,,,
FEST_13055_3740,Les heures bleues,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2019,https://lesheuresbleues.fr/,Musiques du monde,,,,
FEST_54395_4272,Stéréolithe,Musique,Grand Est,Nancy,"48.6901995499, 6.17588254434",2014,www.asso-monolithe.fr,"Musiques traditionnelles, Musiques électroniques, techno, Pop, rock, musiques expérimentales",,,,
FEST_12212_5668,Festival et rencontres de musique de chambre du Larzac,Musique,Occitanie,Saint-Beaulize,"43.9061421509, 3.10001497795",2005,http://festivaldularzac.com/ledition-2021/,"Musique classique, musique contemporaine, musique lyrique",,,,
FEST_44184_6065,Les Rencontres de danse aérienne,Spectacle vivant,Pays de la Loire,Saint-Nazaire,"47.2802857028, -2.25379927249",2009,www.lesrencontresdedanseaerienne.com,,"Cirque, Arts de la rue",,,
FEST_24291_4043,Festival du Périgord Noir,Musique,Nouvelle-Aquitaine,Montignac,"45.0627368774, 1.15422675286",1983,http://www.festivalmusiqueperigordnoir.com/,Musiques classiques et savantes,,,,
FEST_13004_341,Cosmos Arles books,"Arts visuels, arts numériques",Provence-Alpes-Côte d'Azur,Arles,"43.5468692378, 4.66215642574",2009,www.cosmosarlesbooks.com,,,,Photographie,
FEST_53062_1531,V and B Fest',Musique,Pays de la Loire,Château-Gontier-sur-Mayenne,"47.8290067122, -0.738721767875",2019,www.vandbfest.fr,,,,,
FEST_06024_1071,Mandopolis festival,Musique,Provence-Alpes-Côte d'Azur,Briançonnet,"43.8649498097, 6.74501344628",2004,mandopolis.org,Musiques du monde,,,,
FEST_73073_1461,Batôjazz,Musique,Auvergne-Rhône-Alpes,Chanaz,"45.8034782998, 5.79654546056",2015,https://www.batojazz.com/,"jazz, blues, Musiques du monde, Musiques traditionnelles",,,,
FEST_74140_2539,Rock'n Poche festival,Musique,Auvergne-Rhône-Alpes,Habère-Poche,"46.2555235551, 6.47324374853",1992,www.rocknpoche.com,"Chanson ou variété française, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,
FEST_13021_1294,Carry culture et loisirs,Musique,Provence-Alpes-Côte d'Azur,Carry-Le-Rouet,"43.3427663021, 5.15373765817",2014,carrycultureloisirs.festival.com,"Jazz, blues",,,,
FEST_46201_4010,Festival de la chanson à texte de Montcuq-en-Quercy-Blanc,Musique,Occitanie,Montcuq-en-Quercy-Blanc,"44.335497631, 1.21192283879",2005,http://www.festichanson-montcuq.com/,,,,,
FEST_36100_3474,Le Son Continu,Musique,Centre-Val de Loire,Lourouer-Saint-Laurent,"46.6194091093, 2.01790100072",2014,www.lesoncontinu.fr,"Musiques du monde, Musiques traditionnelles, Musiques actuelles d'influence traditionnelle",,,,
FEST_75101_4735,Jazz vocal,Musique,Île-de-France,Paris,"48.8626304852, 2.33629344655",01/01/1996 00:00,http://www.sunset-sunside.com,Musiques actuelles,,,,
FEST_46102_2219,Festival de théâtre de Figeac,Spectacle vivant,Occitanie,Figeac,"44.6055314625, 2.02540303775",2001,www.scenograph.fr,,,,,
FEST_82121_3983,Montauban en scènes,Musique,Occitanie,Montauban,"44.0222594578, 1.36408636501",2015,https://www.montauban-en-scenes.fr/,,,,,
FEST_13055_3683,Africa fête,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2005,www.africafete.com,Musiques du monde,,,,
FEST_75116_4777,Les Solistes à Bagatelle,Musique,Île-de-France,Paris,"48.8603987604, 2.2620995594",2000,www.ars-mobilis.fr,"Musique contemporaine, Musique classique",,,,
FEST_83069_5181,Jazz à porquerolles,Musique,Provence-Alpes-Côte d'Azur,Porquerolles,"43.1018713534, 6.18898508469",2001,www.jazzaporquerolles.org,"Jazz, blues, musiques du monde",,,,
FEST_79329_6572,Les Arts'oses,Musique,Nouvelle-Aquitaine,Thouars,"46.9828628407, -0.199581467021",2009,http://fr-fr.facebook.com/Les-ArtsOs%C3%A9s-137470453126905/,Musiques actuelles,,,,
FEST_18279_7061,Les Estivals du canal de Vierzon,Musique,Centre-Val de Loire,Vierzon,"47.2368836077, 2.0790757049",2008,www.ville-vierzon.fr/estivlales,"Rock, Chanson française, reggae",,,,
FEST_17434_6486,Surgères Brass Band Festival,Musique,Nouvelle-Aquitaine,Surgères,"46.1044773827, -0.753715269757",2016,http://surgeresbrassfestival.com,Musiques actuelles,,,,
FEST_01142_1916,Dagneux aime la musique,Musique,Auvergne-Rhône-Alpes,Dagneux,"45.8531616918, 5.07289166803",2017,https://dagneux-aime-la-musique.blogspot.com,"Pop, rock",,,,
FEST_07338_7000,Jazz en Vivarais,Musique,Auvergne-Rhône-Alpes,Vernoux-en-Vivarais,"44.9051558168, 4.64438568731",2007,www.jazzenvivarais.com,"jazz, blues",,,,
FEST_03138_2987,"Lapalisse, terre des hommes",Spectacle vivant,Auvergne-Rhône-Alpes,Lapalisse,"46.264846808, 3.63838425184",2016,https://www.spectacle-lapalisse.com/,,Théâtre,,,
FEST_83126_2893,Festival cubain bayamo,Musique,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,"43.0880294967, 5.87089841754",2000,bayamo.fr,Musiques du monde,,,,
FEST_34172_4079,Family Piknik festivals,Musique,Occitanie,Montpellier,"43.6134409138, 3.86851657896",2012,www.familypiknikfestival.com/,"Musiques actuelles, Musiques amplifiées ou électroniques",,,,
FEST_21464_4488,Sons d'une Nuits d'été,Musique,Bourgogne-Franche-Comté,Nuits-Saint-Georges,"47.146518392, 4.9385500417",2005,www.festivalnuits.fr,"Chanson ou variété française, Jazz, blues, Pop, rock, Variétés internationales",,,,
FEST_44109_4308,Les Scènes Vagabondes,Musique,Pays de la Loire,Nantes,"47.2316356767, -1.54831008605",2015,http://www.nantes.fr/scenesvagabondes,,,,,
FEST_75103_4783,Loud & Proud,Musique,Île-de-France,Paris,"48.8567, 2.3508",01/01/2015 00:00,https://gaite-lyrique.net,Musiques actuelles,,,,
FEST_26362_6881,Sur le champ !,Musique,Auvergne-Rhône-Alpes,Valence,"44.9229811667, 4.91444013136",2015,http://www.festival-surlechamp.fr/,"Chanson ou variété française, jazz, blues, Hip-hop, rap, slam, Musique classique, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, RnB, Variétés internationales",,,,
FEST_30296_6156,Les Romanesques,Spectacle vivant,Occitanie,Saint-Roman-de-Codières,"44.0123424811, 3.77355392484",2016,https://lesromanesques.fr/?PagePrincipale,,,,,
FEST_84081_4169,Festival des Vents,Musique,Provence-Alpes-Côte d'Azur,Avignon,"43.9337788848, 4.90875878315",2002,www.festivaldesvents.com,Chanson ; Jazz ; Jazz manouche ; Musique classique ; Musiques de films ; Musiques du monde ; Musiques traditionnelles,,,,
FEST_71137_1714,Jazz campus en Clunisois,Musique,Bourgogne-Franche-Comté,Cluny,"46.4303628582, 4.67033276327",1977,www.jazzcampus.fr,"Jazz, blues",,,,
FEST_30037_787,Watt the Funk,Musique,Occitanie,Bessèges,"44.290395291, 4.10784015546",2018,https://federationuniversellefunk.wordpress.com/festival/,Funk,,,,
FEST_22055_825,Binic Folks Blues Festival,Musique,Bretagne,Binic-Étables-sur-Mer,"48.6255350477, -2.8413899481",2009,https://lanefdfous.fr/,"Musiques actuelles (blues, rock alternatif & indépendant)",,,,
FEST_02406_2951,Béguéé fest',Musique,Hauts-de-France,Landricourt,"49.505420346, 3.36950507041",2015,https://www.facebook.com/begueefest,,,,,
FEST_58168_3923,Le vent sur l'arbre,Musique,Bourgogne-Franche-Comté,Millay,"46.8347484024, 3.99024145825",2001,www.leventsurlarbre.fr,"Musique classique, Musique contemporaine",,,,
FEST_29151_4174,Les Rues en Scène,Musique,Bretagne,Morlaix,"48.5996746612, -3.82052019963",2011,www.espace-roudour.com,,Arts de la rue,,,
FEST_75106_4643,Cinéma(s) d'Iran,"Cinéma, audiovisuel",Île-de-France,Paris,"48.8489680919, 2.33267089859",2014,cinemasdiran.fr,,,"Fiction long métrage, Court métrage, Documentaire, Film d'animation",,
FEST_02589_4604,FesTisis,Spectacle vivant,Hauts-de-France,Pargny-Filain,"49.4629055692, 3.53929108659",2011,https://www.compagnieisis.fr/,,Arts du cirque,,,
FEST_10289_5041,Festival Rock Celtique,Musique,Grand Est,Plancy-l'Abbaye,"48.5851575322, 3.98528853809",01/01/2008 00:00,www.festivalrockceltique.fr,Musiques amplifiées ou électroniques,,,,
FEST_17283_5131,Festi' Classique en Pays de Cognac,Musique,Nouvelle-Aquitaine,Pons,"45.5770487335, -0.557449237102",2013,http://www.festi-classique.com/,Musiques classiques et savantes,,,,
FEST_80021_196,Minuit avant la nuit,Musique,Hauts-de-France,Amiens,"49.9009532186, 2.29007445539",2018,Parc Saint PIerre,"Chanson ou variété française, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Pop, rock, Variétés internationales",,,,
FEST_33539_6953,Mascarock,Musique,Nouvelle-Aquitaine,Vayres,"44.8910656059, -0.32583268578",2009,http://www.facebook.com/Mascarock/,Musiques actuelles,,,,
FEST_25056_781,Orgue en ville,Musique,Bourgogne-Franche-Comté,Besançon,"47.2553872249, 6.01948696494",2009,www.orguenville.com,"Chanson ou variété française, Jazz, blues, Musique classique, Musique contemporaine, Musiques du monde",,,,
FEST_09079_1269,Les Jeudis de Carla Bayle,Musique,Occitanie,Carla-Bayle,"43.1575348436, 1.37254711167",2006,"https://www.ariegepyrenees.com/preparer/agenda/temps-forts/les-jeudis-du-carla/#:~:text=Durant%20tout%20l'%C3%A9t%C3%A9%2C%20tous,choisi%20de%20s'y%20installer.",,,,art de rue,
FEST_07334_3278,Fatche !,Musique,Auvergne-Rhône-Alpes,Les Vans,"44.392206287, 4.11524168722",2017,http://fatchefestival.com/,Musiques actuelles sans distinction,,,,
FEST_79191_4443,Les Jeudis Niortais,Musique,Nouvelle-Aquitaine,Niort,"46.328260242, -0.465353019369",1995,http://www.vivre-a-niort.com,Musiques actuelles,,,,
FEST_02659_5548,Les ArtoiZes,Spectacle vivant,Hauts-de-France,Rouvroy,"49.8579447094, 3.33298681219",1995,https://droitdecite.com/,,,,,
FEST_90093_6334,Eurockéennes de Belfort,Musique,Bourgogne-Franche-Comté,Sermamagny,"47.687801557, 6.8309146345",1989,www.eurockeennes.fr,"Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Pop, rock, RnB",,,,
FEST_47210_5197,Garonna Show,Musique,Nouvelle-Aquitaine,Port-Sainte-Marie,"44.2605042795, 0.374453245526",2000,http://www.garonna-show.com/,Musiques actuelles,,,,
FEST_09249_5495,"Musica del temps passat, musique ancienne et baroque",Musique,Occitanie,Roquefixade,"42.9332936149, 1.76440291493",2000,https://www.roquefixade.fr/festival-musique-musica-del-temps-passat.php?data_id=4&dbox_id=11,,,,,
FEST_50030_617,MusiKenSaire,Musique,Normandie,Barfleur,"49.6687321744, -1.26330967066",2012,www.musikensaire.fr,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, RnB",,,,
FEST_13004_359,Semaine de convivència,Musique,Provence-Alpes-Côte d'Azur,Arles,"43.5468692378, 4.66215642574",2002,www.lasemaineconvivencia.org,Musique du monde,,,,
FEST_45087_1584,Strange festival,Musique,Centre-Val de Loire,Châtillon-sur-Loire,"47.5721313447, 2.73594191784",2002,www.strangefestival.fr,Musiques actuelles,,,,
FEST_74056_1448,Musilac Mont-Blanc,Musique,Auvergne-Rhône-Alpes,Chamonix-Mont-Blanc,"45.9309819111, 6.92360096711",2018,https://www.musilac.com/fr/mont-blanc/,Musiques amplifiées ou électroniques,,,,
FEST_06004_2680,Jammin summer session,Musique,Provence-Alpes-Côte d'Azur,Juan-Les-Pins,"43.587465146, 7.10635418256",2018,https://www.jazzajuan.com/fr-fr/autourdufestival.aspx,Jazz,,,,
FEST_74173_3831,Megève Blues festival,Musique,Auvergne-Rhône-Alpes,Megève,"45.8401573581, 6.62348394015",2014,https://megeve.com/fiche/megeve-blues-festival,Musiques amplifiées ou électroniques,,,,
FEST_06083_3859,Festival de musique de Menton,Musique,Provence-Alpes-Côte d'Azur,Menton,"43.7908233727, 7.49365612374",1951,www.festival-musique-menton.fr,Musique classique,,,,
FEST_75108_4637,Champs-Élysées Film Festival,"Cinéma, audiovisuel",Île-de-France,Paris,"48.8725272666, 2.31258256042",2012,www.champselyseesfilmfestival.com,,,"Fiction long métrage, Court métrage, Documentaire, Film d'animation",,
FEST_63283_5146,Bach en Combrailles,Musique,Auvergne-Rhône-Alpes,Pontaumur,"45.8601283416, 2.68239147553",1999,www.bachencombrailles.com,Musique classique,,,,
FEST_76476_5187,Festival des arts bourrins,Musique,Normandie,Port-Jérôme-sur-Seine,"49.4895859593, 0.572888177014",2011,https://www.artsbourrins.fr/,,,,,
FEST_89024_492,Catalpa festival,Musique,Bourgogne-Franche-Comté,Auxerre,"47.793488225, 3.58168281761",2012,www.lesilex.fr,"Chanson ou variété française, Pop, rock, Variétés internationales",,,,
FEST_75115_4653,Coulée Verte Art Project,"Arts visuels, arts numériques",Île-de-France,Paris,"48.8401554186, 2.29355937244",2014,https://www.facebook.com/PixoAsso/posts/1658527280957177/,,,,Street Art,
FEST_40287_6227,Jazz In Sanguinet,Musique,Nouvelle-Aquitaine,Sanguinet,"44.4778702748, -1.06434519608",2000,http://www.biscagrandslacs.com/jazz-in-sanguinet,Musiques actuelles,,,,
FEST_41253_6498,La Clé des Portes,Musique,Centre-Val de Loire,Talcy,"47.7683772018, 1.4383898244",2013,www.lacledesportes-festival.com,"Musique classique, jazz, gospel et compositeurs contemporains également proposés au public",,,,
FEST_24051_938,Beau C'est Festival,Musique,Nouvelle-Aquitaine,Bosset,"44.9518343801, 0.362233138174",2016,http://www.asso-passerelles.fr/,Musiques actuelles,,,,
FEST_60159_1772,Festival des forêts,Musique,Hauts-de-France,Compiègne,"49.3990601478, 2.85317249363",1992,www.festivaldesforets.fr,Musique classique,,,,
FEST_05046_2091,L'heure de l'orgue,Musique,Provence-Alpes-Côte d'Azur,Embrun,"44.5804294908, 6.47559298927",2007,www.ville-embrun.fr,Musique classique,,,,
FEST_73105_3251,Live In Chartreuse,Musique,Auvergne-Rhône-Alpes,Les Échelles,"45.4514870099, 5.74305650824",2014,https://liveinchartreuse.wixsite.com/festival,Musiques amplifiées ou électroniques,,,,
FEST_29153_4375,Jazz'Y Krampouezh,Musique,Bretagne,Névez,"47.8154082656, -3.77625131302",2011,Jazzy-krampouezh.fr,"Jazz, blues",,,,
FEST_09282_6285,Les Voix sonneuses,Musique,Occitanie,Saverdun,"43.2265667321, 1.57373634569",2018,https://www.lesvoixsonneuses.fr/,Musiques actuelles sans distinction,,,,
FEST_41269_6979,Quatuor à Vendôme,Musique,Centre-Val de Loire,Vendôme,"47.8013026692, 1.06106057175",2017,http://quatuorvoce.com/vendome,"Musique classique, Musiques du monde",,,,
FEST_49018_655,Herbe Bleue,Musique,Pays de la Loire,Baugé-en-Anjou,"47.5466894738, -0.109021794815",2019,https://herbebleuecom.wordpress.com,"Bluegrass , Old-Time, Cajun, Folk",,,,
FEST_43033_855,Les apéros musique de Blesle,Musique,Auvergne-Rhône-Alpes,Blesle,"45.3179155382, 3.17686146037",2002,http://aperos-musique-blesle.com/,Musiques actuelles,,,,
FEST_74056_1445,Cosmojazz festival,Musique,Auvergne-Rhône-Alpes,Chamonix-Mont-Blanc,"45.9309819111, 6.92360096711",2010,http://www.cosmojazzfestival.com,Musiques actuelles,,,,
FEST_25388_4000,Mon baby blues festival,Musique,Bourgogne-Franche-Comté,Montbéliard,"47.5155169816, 6.79148147353",2015,https://www.monbabybluesfestival.com/,"Jazz, blues",,,,
FEST_06085_4194,Apéro food festival,Musique,Provence-Alpes-Côte d'Azur,Mougins,"43.5961410556, 7.00129444919",2019,www.mougins.fr,Musiques actuelles,,,,
FEST_75119_4732,Jazz à la Villette,Musique,Île-de-France,Paris,"48.8567, 2.3508",01/01/2001 00:00,www.jazzalavillette.com,Musiques actuelles,,,,
FEST_05101_4938,Les envoyageurs,Musique,Provence-Alpes-Côte d'Azur,Pelvoux,"44.899639207, 6.43586430867",2012,https://associationherezik.wixsite.com/lesenvoyageurs,"Chanson ou variété française, jazz, blues, hip-hop, rap, slam, musiques du monde, musiques électroniques, techno, pop, rock, musiques actuelles",,,,
FEST_73235_5845,Festival de la Lune Bleue,Musique,Auvergne-Rhône-Alpes,Saint-François-Longchamp,"45.4121018734, 6.37380621288",2013,https://www.facebook.com/events/431276293905181/,07- Musiques actuelles sans distinction,,,,
FEST_06157_6964,Les tréteaux de Vence,Spectacle vivant,Provence-Alpes-Côte d'Azur,Vence,"43.7384640641, 7.10194436087",2015,https://www.facebook.com/Les-Tr%C3%A9teaux-de-VENCE-986646798114977/,"Spectacle vivant, théâtre",Théâtre,,,
FEST_38516_2879,Festival Berlioz,Musique,Auvergne-Rhône-Alpes,La Tronche,"45.2104409255, 5.74343326974",1979,https://www.festivalberlioz.com/,Musique classique,,,,
FEST_05070_2995,Quartiers d'été,Spectacle vivant,Provence-Alpes-Côte d'Azur,Laragne-Montéglin,"44.3340345431, 5.81650957133",2005,https://www.ville-de-laragne.fr/,,Théâtre,,,
FEST_70311_3503,Les Pluralies de Luxeuil-les-Bains,Musique,Bourgogne-Franche-Comté,Luxeuil-les-Bains,"47.823919724, 6.36363973342",2002,www..pluralies.net,Chanson ou variété française,,,,
FEST_13055_3717,Festival international de cinéma de marseille - FID,"Cinéma, audiovisuel",Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",1987,https://fidmarseille.org/a-propos/quest-ce-que-le-fid/,,,"Court métrage, documentaire, fiction long métrage",,
FEST_75112_4792,MigrActions,Spectacle vivant,Île-de-France,Paris,"48.8351562307, 2.41980703497",2007,https://www.theatredelopprime.com/,,Théâtre,,,
FEST_44184_6064,Les Escales,Musique,Pays de la Loire,Saint-Nazaire,"47.2802857028, -2.25379927249",1989,https://www.festival-les-escales.com,,,,,
FEST_13100_6149,Jazz à Saint-Rémy,Musique,Provence-Alpes-Côte d'Azur,Saint-Rémy-de-Provence,"43.7834249015, 4.85366665286",2009,http://Jazz’a saint Rémy.fr,"Jazz, blues",,,,
FEST_74281_6566,Montjoux festival,Musique,Auvergne-Rhône-Alpes,Thonon-les-Bains,"46.3704258049, 6.48194336071",1997,www.montjouxfestival.com,Musiques actuelles,,,,
FEST_56152_3147,Belle Ile On Air,Musique,Bretagne,Le Palais,"47.3426909682, -3.17102952046",2008,https://belleileonair.org,"Musiques électroniques, techno",,,,
FEST_33449_6054,Jalles House Rock,Musique,Nouvelle-Aquitaine,Saint-Médard-en-Jalles,"44.8832620816, -0.784239883546",2008,http://www.jalleshouserock.fr/,Musiques actuelles,,,,
FEST_66003_182,Festival folklorique international d'Amélie-les-Bains - danses et musiques du monde,Spectacle vivant,Occitanie,Amélie-Les-Bains,"42.4436859079, 2.68338432052",1935,https://festivaldamelielesbains66.com/,,,,,
FEST_64024_232,La Littorale - Biennale internationale d'art Contemporain Anglet - Côte Basque,"Arts visuels, arts numériques",Nouvelle-Aquitaine,Anglet,"43.4917846595, -1.51623373371",2005,https://lalittorale.anglet.fr/presentation/,,,,,
FEST_13004_358,"Rencontres de la photographie, arles","Arts visuels, arts numériques",Provence-Alpes-Côte d'Azur,Arles,"43.5468692378, 4.66215642574",1970,www.rencontres-arles.com,,,,Photographie,
FEST_89024_494,Garçon La Note,Musique,Bourgogne-Franche-Comté,Auxerre,"47.793488225, 3.58168281761",2001,https://garcon-la-note.com/,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, RnB, Variétés internationales",,,,
FEST_21056_719,Beire le Chatel invite la BD,"Livre, littérature",Bourgogne-Franche-Comté,Beire-le-Châtel,"47.4180183198, 5.21317142788",2012,www.bdbeire.com,,,,,"Bande dessinée, comics, manga"
FEST_50087_1098,Festival Danse avec le Monde,Spectacle vivant,Normandie,Brix,"49.5534145945, -1.57357010117",2009,https://www.festivaldebrix.fr/contact.html,Musique classique,Danse,,,
FEST_66028_1126,Rencontres du court-métrage Image in Cabestany,"Cinéma, audiovisuel",Occitanie,Cabestany,"42.6790392044, 2.94628633406",1981,https://imageincabestany.org/,,,Court métrage,,
FEST_86050_1397,Festival de Quatuor à cordes,Musique,Nouvelle-Aquitaine,Chalandray,"46.6544747841, -0.00687604114589",2014,http://www.festivalenpoitou.com/,Musiques classiques et savantes,,,,
FEST_89073_1456,Les estivales de Puisaye,Musique,Bourgogne-Franche-Comté,Champignelles,"47.7800283506, 3.07775894136",2003,https://www.estivales-puisaye.com/,"Musique classique, Musiques traditionnelles",,,,
FEST_36043_1516,La grange aux pianos,Musique,Centre-Val de Loire,Chassignolles,"46.5288369456, 1.93596735168",2011,www.la-grange-aux-pianos.com,"Musique classique, Musique contemporaine, Opéra",,,,
FEST_45035_1601,Chemo-Chantiers,Spectacle vivant,Centre-Val de Loire,Chemault,"48.0389368902, 2.35695030268",2020,pas encore ouvert,,Théâtre,,,
FEST_37069_1604,La Chartreuse du Liget en Musiques Hier & Aujourd'hui,Musique,Centre-Val de Loire,Chemillé-sur-Indrois,"47.1535504221, 1.15871292042",2021,https://www.lachartreuseduligetenmusiques.comom/,"Musique classique, Musique contemporaine",,,,
FEST_17104_1614,Laryrock,Musique,Nouvelle-Aquitaine,Chevanceaux,"45.2991036157, -0.212745427896",1998,http://www.laryrock-festival.fr/,Musiques actuelles,,,,
FEST_72090_1801,Les Troubles Ville,Spectacle vivant,Pays de la Loire,Connerré,"48.0507447506, 0.467977281249",2009,www.lestroublesville.com,,"Cirque, Arts de la rue",,,
FEST_21231_1968,D'jazz au jardin,Musique,Bourgogne-Franche-Comté,Dijon,"47.3229437965, 5.03788805877",2003,www.mediamusic-dijon.fr,,,,,
FEST_35093_2008,Dinard OPéra d'Eté,Musique,Bretagne,Dinard,"48.6241805945, -2.0619828606",1999,www.arma-opera.com,Opéra,,,,
FEST_77168_2085,La Douve Blanche,Musique,Île-de-France,Egreville,"48.1821285238, 2.88437118271",2015,www.ladouveblanche.com,"Chanson ou variété française, RnB, Musiques électroniques, techno, Pop, rock",,,,
FEST_62318_2140,Quartiers Libres,Spectacle vivant,Hauts-de-France,Etaples-sur-mer,"50.5235816785, 1.65199985504",2012,www.etaples-sur-mer.fr,,,,,
FEST_29077_2536,À Domicile - Autour de la danse contemporaine,Spectacle vivant,Bretagne,Guisseny,"48.6169101259, -4.41110953523",2007,adomicileguisseny.gallery,,Danse,,,
FEST_72153_2689,Les Trolls en folie,Musique,Pays de la Loire,Jupilles,"47.7918893529, 0.410315352572",2013,https://lestrollsenfolie.wixsite.com/lestrollsenfolie,Musiques amplifiées ou électroniques,,,,
FEST_29103_2946,Fête du Bruit dans Landerneau,Musique,Bretagne,Landerneau,"48.4507528968, -4.2643453824",2009,https://landerneau.festival-fetedubruit.com/,"Chanson ou variété française, Musiques du monde, Variétés internationales, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock, Jazz, blues",,,,
FEST_32208_3215,L'été photographique de Lectoure,"Arts visuels, arts numériques",Occitanie,Lectoure,"43.9405030561, 0.650762392132",1990,http://centre-photo-lectoure.fr/festival/,,,,,
FEST_84073_3852,Les musicales du Luberon,Musique,Provence-Alpes-Côte d'Azur,Ménerbes,"43.8243710342, 5.22087170856",1989,musicalesluberon.fr,Musique classique,,,,
FEST_47168_3929,Bastid'art,Spectacle vivant,Nouvelle-Aquitaine,Miramont-de-Guyenne,"44.5833450029, 0.356429133423",1995,http://www.bastidart.org/,,Arts de la rue,,,
FEST_73175_4158,Les arts jaillissants,Musique,Auvergne-Rhône-Alpes,Montsapey,"45.5314889919, 6.36669427224",1992,www.les-arts-jaillissants.fr,"Musique classique, Musique contemporaine, Musiques du monde",,,,
FEST_40201_4220,Festival 40 en Paires,Spectacle vivant,Nouvelle-Aquitaine,Mugron,"43.7412885635, -0.752690282166",2004,http://www.asso-entracte.fr/,,Spectacle vivant pluridisciplinaire,,,
FEST_44109_4292,Dernières récoltes,"Livre, littérature",Pays de la Loire,Nantes,"47.2316356767, -1.54831008605",2016,www.larcuhenantes.fr,,,,,"Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Poésie, Polar"
FEST_01283_4571,Festival international de Street Art d'oyonnax,"Arts visuels, arts numériques",Auvergne-Rhône-Alpes,Oyonnax,"46.2605435859, 5.65344320923",2017,http://streetarthautbugey.webnode.fr,,,,Street art,
FEST_91477_4583,Cin'estival,"Cinéma, audiovisuel",Île-de-France,Palaiseau,"48.7146765876, 2.22881488083",2010,www.cinepal.fr,,,"Fiction long métrage, Film d'animation",,
FEST_75112_4652,Coulée Douce,Spectacle vivant,Île-de-France,Paris,"48.8567, 2.3508",2000,https://progeniture.fr,,Arts de la rue,,,
FEST_79202_4904,de Bouche À Oreille,Spectacle vivant,Nouvelle-Aquitaine,Parthenay,"46.6453493842, -0.233028439198",1987,http://www.metive.org/,,Spectacle vivant pluridisciplinaire,,,
